gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	uniprot_accession	uniprot_gene_names	uniprot_protein_name	uniprot_length	alphafold_id	alphafold_pdb_url	alphafold_cif_url
ALG7	448	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P23338}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9H3H5}.	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase) (Tunicamycin resistance protein 1)	GPT_YEAST	P07286	ALG7 TUR1 YBR243C YBR1628	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase) (Tunicamycin resistance protein 1)	448	AF-P07286-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P07286-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P07286-F1-model_v4.cif
ALG8	577	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:3536907}; Multi-pass membrane protein {ECO:0000255}.	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)	ALG8_YEAST	P40351	ALG8 YOR067C YOR29-18	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)	577	AF-P40351-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P40351-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P40351-F1-model_v4.cif
ALG9	555	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:15987956}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}.	Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)	ALG9_YEAST	P53868	ALG9 YNL219C N1295	Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)	555	AF-P53868-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53868-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53868-F1-model_v4.cif
ALP1	573	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.916666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Basic amino-acid permease	ALP1_YEAST	P38971	ALP1 YNL270C N0660	Basic amino-acid permease	573	AF-P38971-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38971-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38971-F1-model_v4.cif
ALR1	859	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:9430719}; Multi-pass membrane protein {ECO:0000305}.	Magnesium transporter ALR1 (Aluminum resistance protein 1)	ALR1_YEAST	Q08269	ALR1 YOL130W	Magnesium transporter ALR1 (Aluminum resistance protein 1)	859	AF-Q08269-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q08269-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q08269-F1-model_v4.cif
ALR2	858	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:9430719}; Multi-pass membrane protein {ECO:0000305}.	Magnesium transporter ALR2 (Aluminum resistance protein 2)	ALR2_YEAST	P43553	ALR2 YFL050C	Magnesium transporter ALR2 (Aluminum resistance protein 2)	858	AF-P43553-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P43553-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P43553-F1-model_v4.cif
AMF1	515	13	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24707045}; Multi-pass membrane protein {ECO:0000255}.	Low affinity ammonium transporter (Ammonium facilitator 1)	AMF1_YEAST	Q08902	AMF1 YOR378W	Low affinity ammonium transporter (Ammonium facilitator 1)	515	AF-Q08902-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q08902-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q08902-F1-model_v4.cif
ANP1	500	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	12.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11095735}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Golgi apparatus membrane {ECO:0000269|PubMed:10713261, ECO:0000269|PubMed:9430634, ECO:0000269|PubMed:9434768}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Note=Cis-Golgi (PubMed:9430634). Recycles between endoplasmic reticulum and Golgi (PubMed:11095735). {ECO:0000269|PubMed:11095735, ECO:0000269|PubMed:9430634}.	Mannan polymerase II complex ANP1 subunit (M-Pol II subunit ANP1) (Aminonitrophenyl propanediol resistance protein)	ANP1_YEAST	P32629	ANP1 GEM3 YEL036C SYGP-ORF28	Mannan polymerase II complex ANP1 subunit (M-Pol II subunit ANP1) (Aminonitrophenyl propanediol resistance protein)	500	AF-P32629-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32629-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32629-F1-model_v4.cif
ANT1	328	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.5	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:11390660, ECO:0000269|PubMed:11566870, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:11390660, ECO:0000269|PubMed:11566870, ECO:0000269|PubMed:14562095}.	Peroxisomal adenine nucleotide transporter 1	ANT1_YEAST	Q06497	ANT1 YPR128C	Peroxisomal adenine nucleotide transporter 1	328	AF-Q06497-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06497-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06497-F1-model_v4.cif
ANY1	405	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	21.5	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:27811238, ECO:0000269|PubMed:28057802}; Multi-pass membrane protein {ECO:0000269|PubMed:27811238}. Late endosome membrane {ECO:0000269|PubMed:27811238, ECO:0000269|PubMed:28057802}; Multi-pass membrane protein {ECO:0000269|PubMed:27811238}.	Scramblase ANY1 (Antagonizes NEO1 phospholipid flippase protein 1) (CDC50 suppressor 1)	ANY1_YEAST	Q03687	ANY1 CFS1 YMR010W YM8270.13	Scramblase ANY1 (Antagonizes NEO1 phospholipid flippase protein 1) (CDC50 suppressor 1)	405	AF-Q03687-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q03687-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q03687-F1-model_v4.cif
APQ12	138	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	18.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Nucleus membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein.	Nuclear membrane organization protein APQ12	APQ12_YEAST	P40532	APQ12 YIL040W	Nuclear membrane organization protein APQ12	138	AF-P40532-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P40532-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P40532-F1-model_v4.cif
AQR1	586	11	3	1	4	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11922628}; Multi-pass membrane protein {ECO:0000269|PubMed:11922628}.	Probable transporter AQR1	AQR1_YEAST	P53943	AQR1 YNL065W N2417 YNL2417W	Probable transporter AQR1	586	AF-P53943-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53943-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53943-F1-model_v4.cif
AQY1	305	6	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Multi-pass membrane protein.	Aquaporin-1	AQY1_YEAST	P0CD91	AQY1 AQY1-2 YPR192W P9677.5	Aquaporin-1	305	AF-P0CD91-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P0CD91-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P0CD91-F1-model_v4.cif
AQY2	149	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Aquaporin-like protein 2 (Truncated aquaporin-2)	AQY2_YEAST	P0CD90	AQY2 AQY2-2 YLL052C L0590	Aquaporin-like protein 2 (Truncated aquaporin-2)	149	AF-P0CD90-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P0CD90-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P0CD90-F1-model_v4.cif
AQY3	646	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:12832087}; Multi-pass membrane protein {ECO:0000255}.	Aquaglycerol porin AQY3 (Aquaporin-3)	AQY3_YEAST	P43549	AQY3 YFL054C	Aquaglycerol porin AQY3 (Aquaporin-3)	646	AF-P43549-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P43549-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P43549-F1-model_v4.cif
ARE1	610	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10672016}; Multi-pass membrane protein {ECO:0000255}.	Sterol O-acyltransferase 1 (EC 2.3.1.-) (Sterol-ester synthase 1)	ARE1_YEAST	P25628	ARE1 SAT2 YCR048W YCR48W	Sterol O-acyltransferase 1 (EC 2.3.1.-) (Sterol-ester synthase 1)	610	AF-P25628-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P25628-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P25628-F1-model_v4.cif
ARE2	642	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10672016}; Multi-pass membrane protein {ECO:0000255}.	Sterol O-acyltransferase 2 (EC 2.3.1.-) (Sterol-ester synthase 2)	ARE2_YEAST	P53629	ARE2 SAT1 YNR019W N3206	Sterol O-acyltransferase 2 (EC 2.3.1.-) (Sterol-ester synthase 2)	642	AF-P53629-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53629-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53629-F1-model_v4.cif
ARN1	627	13	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12721368}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Endosome membrane {ECO:0000269|PubMed:10748025}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}.	Siderophore iron transporter ARN1 (Ferrichrome permease)	ARN1_YEAST	P38731	ARN1 YHL040C	Siderophore iron transporter ARN1 (Ferrichrome permease)	627	AF-P38731-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38731-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38731-F1-model_v4.cif
ARN2	620	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.571428571428573	0.5357142857142857	0.0714285714285714	1.0	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	Siderophore iron transporter ARN2 (Triacetylfusarinine C permease) (Triacetylfusarinine C transporter 1)	ARN2_YEAST	P38724	ARN2 TAF1 YHL047C	Siderophore iron transporter ARN2 (Triacetylfusarinine C permease) (Triacetylfusarinine C transporter 1)	620	AF-P38724-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38724-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38724-F1-model_v4.cif
ARR3	404	10	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20655873, ECO:0000269|PubMed:21447319, ECO:0000269|PubMed:24291645, ECO:0000269|PubMed:26123064, ECO:0000305|PubMed:9374482}; Multi-pass membrane protein {ECO:0000255, ECO:0000305|PubMed:9374482}.	Arsenical-resistance protein 3 (Arsenic compounds resistance protein 3) (As(III)/H(+) and Sb(III)/H(+)antiporter)	ARR3_YEAST	Q06598	ARR3 ACR3 YPR201W P9677.2	Arsenical-resistance protein 3 (Arsenic compounds resistance protein 3) (As(III)/H(+) and Sb(III)/H(+)antiporter)	404	AF-Q06598-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06598-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06598-F1-model_v4.cif
ARV1	321	4	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	21.5	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12145310}; Multi-pass membrane protein {ECO:0000269|PubMed:12145310}. Golgi apparatus membrane {ECO:0000269|PubMed:12145310}; Multi-pass membrane protein {ECO:0000269|PubMed:12145310}.	Protein ARV1	ARV1_YEAST	Q06541	ARV1 YLR242C	Protein ARV1	321	AF-Q06541-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06541-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06541-F1-model_v4.cif
ASG7	209	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|PubMed:11073983}; Multi-pass membrane protein {ECO:0000269|PubMed:11073983}.	Protein ASG7 (A-specific gene 7 protein)	ASG7_YEAST	P46993	ASG7 YJL170C J0514	Protein ASG7 (A-specific gene 7 protein)	209	AF-P46993-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P46993-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P46993-F1-model_v4.cif
ASI1	624	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16735580, ECO:0000269|PubMed:17085444, ECO:0000269|PubMed:27831485}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16735580, ECO:0000269|PubMed:17085444}.	ERAD-associated E3 ubiquitin-protein ligase ASI1 (EC 2.3.2.27) (Amino acid sensor-independent protein 1)	ASI1_YEAST	P54074	ASI1 YMR119W YM8564.01 YM9718.18	ERAD-associated E3 ubiquitin-protein ligase ASI1 (EC 2.3.2.27) (Amino acid sensor-independent protein 1)	624	AF-P54074-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P54074-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P54074-F1-model_v4.cif
ASI2	289	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:17085444}; Multi-pass membrane protein {ECO:0000269|PubMed:17085444}.	Protein ASI2 (Amino acid sensor-independent protein 2)	ASI2_YEAST	P53895	ASI2 YNL159C N1735	Protein ASI2 (Amino acid sensor-independent protein 2)	289	AF-P53895-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53895-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53895-F1-model_v4.cif
ASI3	676	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17085444}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17085444}.	Probable ERAD-associated E3 ubiquitin-protein ligase ASI1 (EC 2.3.2.27) (Amino acid sensor-independent protein 3)	ASI3_YEAST	P53983	ASI3 YNL008C N2874	Probable ERAD-associated E3 ubiquitin-protein ligase ASI1 (EC 2.3.2.27) (Amino acid sensor-independent protein 3)	676	AF-P53983-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53983-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53983-F1-model_v4.cif
ATG15	520	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endosome, multivesicular body membrane {ECO:0000269|PubMed:12499386}; Single-pass type II membrane protein {ECO:0000269|PubMed:12499386}. Prevacuolar compartment membrane {ECO:0000269|PubMed:12499386}; Single-pass type II membrane protein {ECO:0000269|PubMed:12499386}. Note=From ER, targeted to vacuolar lumen at the MVB vesicles via the Golgi and the prevacuolar compartment (PVC). {ECO:0000269|PubMed:12499386}.	Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15) (Cytoplasm to vacuole targeting protein 17)	ATG15_YEAST	P25641	ATG15 AUT5 CVT17 YCR068W YCR68W	Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15) (Cytoplasm to vacuole targeting protein 17)	520	AF-P25641-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P25641-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P25641-F1-model_v4.cif
ATG22	528	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:17021250}; Multi-pass membrane protein {ECO:0000269|PubMed:17021250}. Note=Vacuole and punctate structures.	Autophagy-related protein 22	ATG22_YEAST	P25568	ATG22 AUT4 YCL038C YCL38C	Autophagy-related protein 22	528	AF-P25568-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P25568-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P25568-F1-model_v4.cif
ATG27	271	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass type I membrane protein. Mitochondrion membrane; Single-pass membrane protein. Preautophagosomal structure membrane; Single-pass type I membrane protein. Note=Cycles among the pre-autophagosomal structure (PAS), mitochondria and Golgi.	Autophagy-related protein 27 (Enhancer of VPS34 missorting protein 1)	ATG27_YEAST	P46989	ATG27 ETF1 YJL178C J0490	Autophagy-related protein 27 (Enhancer of VPS34 missorting protein 1)	271	AF-P46989-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P46989-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P46989-F1-model_v4.cif
ATG32	529	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	25.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane; Single-pass membrane protein. Vacuole membrane; Single-pass membrane protein. Preautophagosomal structure membrane; Single-pass membrane protein. Note=Is recruited to the preautophagosomal structure during mitophagy and imported into the vacuole along with mitochondria during starvation.	Autophagy-related protein 32 (Extracellular mutant protein 37)	ATG32_YEAST	P40458	ATG32 ECM17 YIL146C	Autophagy-related protein 32 (Extracellular mutant protein 37)	529	AF-P40458-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P40458-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P40458-F1-model_v4.cif
ATG33	197	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Autophagy-related protein 33	ATG33_YEAST	Q06485	ATG33 YLR356W	Autophagy-related protein 33	197	AF-Q06485-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06485-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06485-F1-model_v4.cif
ATG40	256	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26040717}; Multi-pass membrane protein {ECO:0000255}. Preautophagosomal structure membrane {ECO:0000269|PubMed:26040717}; Multi-pass membrane protein {ECO:0000255}.	Autophagy-related protein 40	ATG40_YEAST	Q99325	ATG40 YOR152C O3536	Autophagy-related protein 40	256	AF-Q99325-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q99325-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q99325-F1-model_v4.cif
ATG9	997	4	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Preautophagosomal structure membrane {ECO:0000269|PubMed:14723849, ECO:0000269|PubMed:15138258, ECO:0000269|PubMed:16874040, ECO:0000269|PubMed:17135291, ECO:0000269|PubMed:17295840, ECO:0000269|PubMed:17426440, ECO:0000269|PubMed:18625846, ECO:0000269|PubMed:19371383, ECO:0000269|PubMed:20065092, ECO:0000269|PubMed:22447937, ECO:0000269|PubMed:23129774, ECO:0000269|PubMed:24440502, ECO:0000269|PubMed:24905091, ECO:0000269|PubMed:33443148, ECO:0000305|PubMed:10662773}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10735854, ECO:0000269|PubMed:14723849}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Golgi apparatus membrane {ECO:0000269|PubMed:17135291}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Endoplasmic reticulum membrane; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Mitochondrion membrane {ECO:0000269|PubMed:16787937, ECO:0000269|PubMed:16874040, ECO:0000269|PubMed:17135291}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Note=The vast majority of ATG9 exists on cytoplasmic mobile vesicles (designated ATG9 vesicles) that were derived from the Golgi apparatus in a process involving ATG23 and ATG27 (PubMed:22509044, PubMed:22826123). The peripheral pool of ATG9 partially colocalizes within tubulovesicular clusters adjacent to mitochondria (PubMed:20855505, PubMed:26565778). It appears that membrane that contains ATG9 is delivered to the autophagosome from the Golgi-endosomal system rather than from the ER or mitochondria (PubMed:20444982, PubMed:20861302). Within the PAS, localizes at the edge of the isolation membrane (PubMed:22144692, PubMed:23549786). ATG9 cycling is regulated by at least the conserved oligomeric Golgi (COG) complex, ARP2, HOG1, PIK1, SEC2, SEC9, SSO1 and SSO2 (PubMed:18287533, PubMed:20444978, PubMed:21576396, PubMed:21784249, PubMed:22977244). {ECO:0000269|PubMed:18287533, ECO:0000269|PubMed:20444978, ECO:0000269|PubMed:20444982, ECO:0000269|PubMed:20855505, ECO:0000269|PubMed:20861302, ECO:0000269|PubMed:21576396, ECO:0000269|PubMed:21784249, ECO:0000269|PubMed:22144692, ECO:0000269|PubMed:22509044, ECO:0000269|PubMed:22826123, ECO:0000269|PubMed:22977244, ECO:0000269|PubMed:23549786, ECO:0000269|PubMed:26565778}.	Autophagy-related protein 9 (Cytoplasm to vacuole targeting protein 7)	ATG9_YEAST	Q12142	ATG9 APG9 AUT9 CVT7 YDL149W D1560	Autophagy-related protein 9 (Cytoplasm to vacuole targeting protein 7)	997	AF-Q12142-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12142-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12142-F1-model_v4.cif
