gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name
ATG27	271	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass type I membrane protein. Mitochondrion membrane; Single-pass membrane protein. Preautophagosomal structure membrane; Single-pass type I membrane protein. Note=Cycles among the pre-autophagosomal structure (PAS), mitochondria and Golgi.	Autophagy-related protein 27 (Enhancer of VPS34 missorting protein 1)	ATG27_YEAST
ATG32	529	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	25.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane; Single-pass membrane protein. Vacuole membrane; Single-pass membrane protein. Preautophagosomal structure membrane; Single-pass membrane protein. Note=Is recruited to the preautophagosomal structure during mitophagy and imported into the vacuole along with mitochondria during starvation.	Autophagy-related protein 32 (Extracellular mutant protein 37)	ATG32_YEAST
ATG33	197	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Autophagy-related protein 33	ATG33_YEAST
ATG40	256	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26040717}; Multi-pass membrane protein {ECO:0000255}. Preautophagosomal structure membrane {ECO:0000269|PubMed:26040717}; Multi-pass membrane protein {ECO:0000255}.	Autophagy-related protein 40	ATG40_YEAST
ATG9	997	4	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Preautophagosomal structure membrane {ECO:0000269|PubMed:14723849, ECO:0000269|PubMed:15138258, ECO:0000269|PubMed:16874040, ECO:0000269|PubMed:17135291, ECO:0000269|PubMed:17295840, ECO:0000269|PubMed:17426440, ECO:0000269|PubMed:18625846, ECO:0000269|PubMed:19371383, ECO:0000269|PubMed:20065092, ECO:0000269|PubMed:22447937, ECO:0000269|PubMed:23129774, ECO:0000269|PubMed:24440502, ECO:0000269|PubMed:24905091, ECO:0000269|PubMed:33443148, ECO:0000305|PubMed:10662773}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10735854, ECO:0000269|PubMed:14723849}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Golgi apparatus membrane {ECO:0000269|PubMed:17135291}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Endoplasmic reticulum membrane; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Mitochondrion membrane {ECO:0000269|PubMed:16787937, ECO:0000269|PubMed:16874040, ECO:0000269|PubMed:17135291}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Note=The vast majority of ATG9 exists on cytoplasmic mobile vesicles (designated ATG9 vesicles) that were derived from the Golgi apparatus in a process involving ATG23 and ATG27 (PubMed:22509044, PubMed:22826123). The peripheral pool of ATG9 partially colocalizes within tubulovesicular clusters adjacent to mitochondria (PubMed:20855505, PubMed:26565778). It appears that membrane that contains ATG9 is delivered to the autophagosome from the Golgi-endosomal system rather than from the ER or mitochondria (PubMed:20444982, PubMed:20861302). Within the PAS, localizes at the edge of the isolation membrane (PubMed:22144692, PubMed:23549786). ATG9 cycling is regulated by at least the conserved oligomeric Golgi (COG) complex, ARP2, HOG1, PIK1, SEC2, SEC9, SSO1 and SSO2 (PubMed:18287533, PubMed:20444978, PubMed:21576396, PubMed:21784249, PubMed:22977244). {ECO:0000269|PubMed:18287533, ECO:0000269|PubMed:20444978, ECO:0000269|PubMed:20444982, ECO:0000269|PubMed:20855505, ECO:0000269|PubMed:20861302, ECO:0000269|PubMed:21576396, ECO:0000269|PubMed:21784249, ECO:0000269|PubMed:22144692, ECO:0000269|PubMed:22509044, ECO:0000269|PubMed:22826123, ECO:0000269|PubMed:22977244, ECO:0000269|PubMed:23549786, ECO:0000269|PubMed:26565778}.	Autophagy-related protein 9 (Cytoplasm to vacuole targeting protein 7)	ATG9_YEAST
ATH1	1211	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:17475771}; Single-pass type II membrane protein {ECO:0000269|PubMed:17475771}. Vacuole lumen {ECO:0000269|PubMed:17475771, ECO:0000269|PubMed:19703229}. Periplasm {ECO:0000250|UniProtKB:N1P212}. Note=May exist in the periplasm either as a membrane-bound or as a free protein (By similarity). Vacuolar localization is dependent on the multivesicular body (MVB) sorting pathway (PubMed:17475771). Vacuolar localization appears to be associated with its degradation (PubMed:19703229). {ECO:0000250|UniProtKB:N1P212, ECO:0000269|PubMed:17475771, ECO:0000269|PubMed:19703229}.	Periplasmic acid trehalase ATH1 (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	ATH1_YEAST
ATM1	690	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	22.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:24604199, ECO:0000269|PubMed:7828591}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:24604199, ECO:0000269|PubMed:25006243, ECO:0000269|PubMed:7828591}.	Iron-sulfur clusters transporter ATM1, mitochondrial (EC 7.-.-.-)	ATM1_YEAST
ATO2	282	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17395151}; Multi-pass membrane protein {ECO:0000269|PubMed:17395151}. Note=Localizes to large detergent resistant patches of the cell membrane (DRM) enriched in ergosterol and sphingolipids.	Ammonia transport outward protein 2	ATO2_YEAST
ATO3	275	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12966084, ECO:0000269|PubMed:17395151}; Multi-pass membrane protein {ECO:0000269|PubMed:12966084, ECO:0000269|PubMed:17395151}. Note=Localizes to large detergent resistant patches of the cell membrane (DRM) enriched in ergosterol and sphingolipids.	Ammonia transport outward protein 3	ATO3_YEAST
ATP18	59	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:16823961}; Single-pass membrane protein {ECO:0000269|PubMed:16823961}.	ATP synthase subunit J, mitochondrial (ATPase synthase I subunit)	ATP18_YEAST
ATP19	68	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Single-pass membrane protein.	ATP synthase subunit K, mitochondrial	ATP19_YEAST
ATP6	259	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	ATP synthase subunit a (F-ATPase protein 6)	ATP6_YEAST
ATP8	48	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane; Single-pass membrane protein.	ATP synthase protein 8 (A6L) (ATP-associated protein 1) (F-ATPase subunit 8)	ATP8_YEAST
ATR1	542	12	3	1	4	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Aminotriazole resistance protein	ATR1_YEAST
ATX2	313	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane; Multi-pass membrane protein.	Metal homeostasis factor ATX2	ATX2_YEAST
AUR1	401	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:10888667, ECO:0000269|PubMed:19726565}; Multi-pass membrane protein {ECO:0000269|PubMed:10888667, ECO:0000269|PubMed:19726565}.	Inositol phosphorylceramide synthase catalytic subunit AUR1 (IPC synthase catalytic subunit AUR1) (EC 2.7.1.227) (Aureobasidin A resistance protein) (Phosphatidylinositol:ceramide phosphoinositol transferase)	AUR1_YEAST
AUS1	1394	12	1	1	2	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	22.583333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	ATP-dependent permease AUS1	AUS1_YEAST
AVT1	602	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.181818181818183	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11274162, ECO:0000269|PubMed:25747199}; Multi-pass membrane protein {ECO:0000269|PubMed:11274162}.	Vacuolar amino acid transporter 1	AVT1_YEAST
AVT2	480	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11274162}; Multi-pass membrane protein {ECO:0000269|PubMed:11274162}.	Vacuolar amino acid transporter 2	AVT2_YEAST
AVT3	692	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11274162}; Multi-pass membrane protein {ECO:0000269|PubMed:11274162}.	Vacuolar amino acid transporter 3	AVT3_YEAST
AVT4	713	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	20.833333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11274162}; Multi-pass membrane protein {ECO:0000269|PubMed:11274162}.	Vacuolar amino acid transporter 4	AVT4_YEAST
AVT5	459	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11274162}; Multi-pass membrane protein {ECO:0000269|PubMed:11274162}.	Vacuolar amino acid transporter 5	AVT5_YEAST
AVT6	448	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11274162}; Multi-pass membrane protein {ECO:0000269|PubMed:11274162}.	Vacuolar amino acid transporter 6	AVT6_YEAST
AVT7	490	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11274162}; Multi-pass membrane protein {ECO:0000269|PubMed:11274162}.	Vacuolar amino acid transporter 7	AVT7_YEAST
AXL2	823	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10366591, ECO:0000269|PubMed:11065362, ECO:0000269|PubMed:11134078, ECO:0000269|PubMed:12221111, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:17460121, ECO:0000269|PubMed:8805277, ECO:0000269|PubMed:8846915, ECO:0000269|PubMed:9732282}; Single-pass type I membrane protein {ECO:0000269|PubMed:10366591, ECO:0000269|PubMed:11065362, ECO:0000269|PubMed:11134078, ECO:0000269|PubMed:12221111, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:17460121, ECO:0000269|PubMed:8805277, ECO:0000269|PubMed:8846915, ECO:0000269|PubMed:9732282}. Note=In small buds, localizes to incipient bud sites, emerging buds and to the bud periphery. In large buds, localizes as a ring at the bud neck. Requires ERV14 to be efficiently delivered to the cell surface. Recruitment to the bud neck after S/G2 phase of the cell cycle depends on BUD3 and BUD4.	Axial budding pattern protein 2 (Bud site selection protein 10) (Suppressor of RHO3 protein 4)	AXL2_YEAST
AZR1	613	13	3	1	3	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11113970}; Multi-pass membrane protein {ECO:0000269|PubMed:11113970}.	Azole resistance protein 1	AZR1_YEAST
BAP2	609	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Leu/Val/Ile amino-acid permease (Branched-chain amino-acid permease 2)	BAP2_YEAST
BAP3	604	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Valine amino-acid permease (Branched-chain amino-acid permease 3)	BAP3_YEAST
BCS1	456	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	24.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:8599931}; Single-pass membrane protein.	Mitochondrial chaperone BCS1 (EC 3.6.1.-)	BCS1_YEAST
BET1	142	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	24.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	Protein transport protein BET1 (Suppressor of loss of YPT1 protein 12) (Protein SLY12)	BET1_YEAST
BI2	423	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Cytochrome b mRNA maturase bI2	MBI2_YEAST
BI3	517	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	20.5	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Cytochrome b mRNA maturase bI3	MBI3_YEAST
BIG1	335	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12112232, ECO:0000269|PubMed:14562095}; Single-pass type I membrane protein {ECO:0000269|PubMed:12112232, ECO:0000269|PubMed:14562095}.	Protein BIG1 (Bad in glucose protein 1)	BIG1_YEAST
BIO5	561	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.916666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	7-keto 8-aminopelargonic acid transporter (KAPA transporter)	BIO5_YEAST
BOR1	576	12	4	1	8	1	3	1	1	1	0	1	0	0	1	0	1	0	1	0	20.666666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Vacuole membrane; Multi-pass membrane protein.	Boron transporter 1	BOR1_YEAST
BOS1	244	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	Protein transport protein BOS1 (Bet one suppressor 1)	BOS1_YEAST
BPT1	1559	17	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	20.823529411764707	0.5294117647058824	0.0588235294117647	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:12044871}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:12044871}.	Bile pigment transporter 1	BPT1_YEAST
BRE4	1125	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20.7	0.55	0.1	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein BRE4 (Brefeldin A-sensitivity protein 4)	BRE4_YEAST
BRL1	471	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:15882446}; Multi-pass membrane protein {ECO:0000269|PubMed:15882446}.	Nucleus export protein BRL1 (BRR6-like protein 1)	BRL1_YEAST
BRR6	197	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:11483521, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:11483521, ECO:0000269|PubMed:14562095}.	Nucleus export protein BRR6 (Bad response to refrigeration protein 6)	BRR6_YEAST
BSC2	235	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:14562095}. Membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}. Note=Punctate lipid particles.	Bypass of stop codon protein 2	BSC2_YEAST
BSC6	497	11	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000305|PubMed:14562095}; Multi-pass membrane protein {ECO:0000305|PubMed:14562095}.	Bypass of stop codon protein 6	BSC6_YEAST
BSD2	321	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum. Vacuole. Membrane; Multi-pass membrane protein.	Metal homeostatis protein BSD2 (Bypass SOD defects protein 2)	BSD2_YEAST
BST1	1029	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	GPI inositol-deacylase (EC 3.1.-.-) (Bypass of SEC30 protein 1)	BST1_YEAST
BUD26	95	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.5	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Putative uncharacterized protein BUD26	BUD26_YEAST
BUD8	603	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11514631, ECO:0000269|PubMed:15356260, ECO:0000269|PubMed:20678480, ECO:0000269|PubMed:21625000}; Multi-pass membrane protein {ECO:0000255}. Bud tip {ECO:0000269|PubMed:11514631, ECO:0000269|PubMed:15356260, ECO:0000269|PubMed:20678480, ECO:0000269|PubMed:21625000}. Note=Found at presumptive bud sites, bud tips, and the distal poles of daughter cells. {ECO:0000269|PubMed:11514631, ECO:0000269|PubMed:20678480, ECO:0000269|PubMed:21625000}.	Bud site selection protein 8	BUD8_YEAST
BUD9	547	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11514631, ECO:0000269|PubMed:20678480}; Multi-pass membrane protein {ECO:0000255}. Bud neck {ECO:0000269|PubMed:11514631}. Bud tip {ECO:0000269|PubMed:11514631, ECO:0000269|PubMed:15356260, ECO:0000269|PubMed:20678480, ECO:0000269|PubMed:21625000}. Note=Found at the birth scar and the necks of large-budded cells and the proximal poles of daughter cells. {ECO:0000269|PubMed:11514631, ECO:0000269|PubMed:20678480, ECO:0000269|PubMed:21625000}.	Bud site selection protein 9	BUD9_YEAST
BXI1	297	7	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21673967}; Multi-pass membrane protein {ECO:0000255}. Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:21673659, ECO:0000269|PubMed:21673967}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000269|PubMed:21673659}; Multi-pass membrane protein {ECO:0000255}. Note=Translocated from predominantly vacuolar sites in healthy cells to mitochondria upon apoptosis induction. {ECO:0000269|PubMed:21673659}.	Bax inhibitor 1 (BH3 domain-containing protein BXI1)	BXI1_YEAST
CAN1	590	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12100990, ECO:0000269|PubMed:14551254, ECO:0000269|PubMed:21223946, ECO:0000269|PubMed:21880895, ECO:0000269|PubMed:37005249}; Multi-pass membrane protein {ECO:0000269|PubMed:21880895}. Endosome membrane {ECO:0000269|PubMed:21880895}; Multi-pass membrane protein {ECO:0000269|PubMed:21880895}. Note=Recycled via the retromer-mediated pathway (PubMed:21880895). Requires phosphatidyl ethanolamine (PE) for localization and exclusively associated with lipid rafts called MCCs (membrane compartment occupied by CAN1) (PubMed:12100990, PubMed:14551254, PubMed:21223946). {ECO:0000269|PubMed:12100990, ECO:0000269|PubMed:14551254, ECO:0000269|PubMed:21223946, ECO:0000269|PubMed:21880895}.	Arginine permease CAN1 (Canavanine resistance protein 1)	CAN1_YEAST
CAX4	239	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11504728}; Multi-pass membrane protein {ECO:0000269|PubMed:11504728}.	Dolichyldiphosphatase (EC 3.6.1.43) (Dolichyl pyrophosphate phosphatase)	CAX4_YEAST
CBP3	335	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane.	Protein CBP3, mitochondrial	CBP3_YEAST
CBP4	147	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Assembly factor CBP4 (Cytochrome b mRNA-processing protein 4)	CBP4_YEAST
CBR1	284	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:16407407}; Single-pass membrane protein {ECO:0000255}.	NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (Microsomal cytochrome b reductase) (P35)	NCB5R_YEAST
CCC1	322	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:11390404, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8866476}. Vacuole membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein CCC1 (Cross-complementer of CSG1 protein 1)	CCC1_YEAST
CCC2	1004	8	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	21.5	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:9325307, ECO:0000269|PubMed:9520490}; Multi-pass membrane protein {ECO:0000255}.	Copper-transporting ATPase (EC 7.2.2.8) (Cu(2+)-ATPase)	ATU2_YEAST
CCH1	2039	23	8	1	9	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	21.0	0.5217391304347826	0.0434782608695652	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10958666}; Multi-pass membrane protein {ECO:0000255}.	Calcium-channel protein CCH1	CCH1_YEAST
CDC1	491	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Cell division control protein 1 (EC 3.1.-.-)	CDC1_YEAST
CDC25	1589	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Cell division control protein 25	CDC25_YEAST
CDC50	391	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:21212072, ECO:0000305|PubMed:16956384}; Multi-pass membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:12589066}; Multi-pass membrane protein {ECO:0000269|PubMed:12589066}.	Phospholipid-transporting ATPase accessory subunit CDC50 (Cell division control protein 50)	CDC50_YEAST
CDS1	457	6	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein. Cytoplasmic vesicle, secretory vesicle. Note=Exclusively present in the ER, and not in mitochondria. Also associated with post-Golgi apparatus secretory vesicles destined for the plasma membrane.	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CDP-DG synthase) (CTP:phosphatidate cytidylyltransferase)	CDS1_YEAST
